Training log:
epoch	loss	v_loss	|	tr_maf1	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_maf1	t_f1	t_pre	t_rec
0	1.0962	2.7968	|	0.6803	0.0000	0.0000	0.0000	|	0.5768	0.0000	0.0000	0.0000	|	0.7011	0.0000	0.0000	0.0000	|  Best result at epoch 0
1	2.8197	1.0635	|	0.6417	0.4874	0.3222	1.0000	|	0.4744	0.5347	0.3649	1.0000	|	0.6173	0.4771	0.3133	1.0000	|  Best result at epoch 1
2	1.0635	0.9676	|	0.6556	0.4874	0.3222	1.0000	|	0.5035	0.5347	0.3649	1.0000	|	0.6544	0.4771	0.3133	1.0000	|  Best result at epoch 1
3	0.9681	0.8188	|	0.7631	0.0000	0.0000	0.0000	|	0.5871	0.0000	0.0000	0.0000	|	0.7329	0.0000	0.0000	0.0000	|  Best result at epoch 1
4	0.8202	0.9413	|	0.8192	0.0000	0.0000	0.0000	|	0.6367	0.0000	0.0000	0.0000	|	0.7831	0.0000	0.0000	0.0000	|  Best result at epoch 1
5	0.9446	0.9499	|	0.2256	0.4874	0.3222	1.0000	|	0.2403	0.5347	0.3649	1.0000	|	0.2730	0.4771	0.3133	1.0000	|  Best result at epoch 1
6	0.9499	0.8667	|	0.2723	0.0325	0.0746	0.0207	|	0.2419	0.1176	0.2857	0.0741	|	0.3105	0.0780	0.1639	0.0512	|  Best result at epoch 1
7	0.8671	0.8190	|	0.5295	0.0000	0.0000	0.0000	|	0.4397	0.0000	0.0000	0.0000	|	0.5302	0.0000	0.0000	0.0000	|  Best result at epoch 1
8	0.8198	0.8656	|	0.7570	0.0000	0.0000	0.0000	|	0.6312	0.0000	0.0000	0.0000	|	0.7302	0.0000	0.0000	0.0000	|  Best result at epoch 1
9	0.8661	0.8275	|	0.7837	0.0000	0.0000	0.0000	|	0.6596	0.0000	0.0000	0.0000	|	0.7567	0.0000	0.0000	0.0000	|  Best result at epoch 1
10	0.8281	0.7884	|	0.8067	0.0000	0.0000	0.0000	|	0.6738	0.0000	0.0000	0.0000	|	0.7781	0.0000	0.0000	0.0000	|  Best result at epoch 1
11	0.7892	0.7613	|	0.8207	0.0000	0.0000	0.0000	|	0.6872	0.0000	0.0000	0.0000	|	0.7900	0.0000	0.0000	0.0000	|  Best result at epoch 1
12	0.7624	0.7407	|	0.8560	0.0000	0.0000	0.0000	|	0.7195	0.0000	0.0000	0.0000	|	0.8152	0.0000	0.0000	0.0000	|  Best result at epoch 1
13	0.7414	0.7087	|	0.8951	0.0000	0.0000	0.0000	|	0.7809	0.0000	0.0000	0.0000	|	0.8441	0.0000	0.0000	0.0000	|  Best result at epoch 1
14	0.7092	0.6644	|	0.9234	0.0000	0.0000	0.0000	|	0.8211	0.0000	0.0000	0.0000	|	0.8651	0.0000	0.0000	0.0000	|  Best result at epoch 1
15	0.6645	0.6529	|	0.9338	0.0000	0.0000	0.0000	|	0.8400	0.0000	0.0000	0.0000	|	0.8728	0.0000	0.0000	0.0000	|  Best result at epoch 1
16	0.6536	0.8045	|	0.8477	0.6846	0.5746	0.8465	|	0.7289	0.5758	0.4872	0.7037	|	0.7924	0.6359	0.5308	0.7928	|  Best result at epoch 16
17	0.8047	0.6073	|	0.9344	0.0000	0.0000	0.0000	|	0.8495	0.0000	0.0000	0.0000	|	0.8724	0.0000	0.0000	0.0000	|  Best result at epoch 16
18	0.6077	0.6454	|	0.9453	0.0000	0.0000	0.0000	|	0.8582	0.0000	0.0000	0.0000	|	0.8817	0.0000	0.0000	0.0000	|  Best result at epoch 16
19	0.6460	0.7865	|	0.8452	0.6791	0.5186	0.9834	|	0.7321	0.6757	0.5319	0.9259	|	0.7875	0.6285	0.4757	0.9258	|  Best result at epoch 19
20	0.7863	0.5986	|	0.9317	0.0000	0.0000	0.0000	|	0.8392	0.0000	0.0000	0.0000	|	0.8648	0.0000	0.0000	0.0000	|  Best result at epoch 19
21	0.5982	0.5615	|	0.9486	0.0000	0.0000	0.0000	|	0.8708	0.0000	0.0000	0.0000	|	0.8830	0.0000	0.0000	0.0000	|  Best result at epoch 19
22	0.5613	0.5775	|	0.9449	0.8251	0.7836	0.8714	|	0.8432	0.7368	0.7000	0.7778	|	0.8726	0.7158	0.6789	0.7570	|  Best result at epoch 22
23	0.5761	0.5557	|	0.9573	0.5949	0.9375	0.4357	|	0.8684	0.4571	1.0000	0.2963	|	0.8864	0.5413	0.8652	0.3939	|  Best result at epoch 22
24	0.5555	0.6375	|	0.9409	0.7616	0.6336	0.9544	|	0.8227	0.7077	0.6053	0.8519	|	0.8663	0.6920	0.5780	0.8619	|  Best result at epoch 22
25	0.6350	0.5020	|	0.9587	0.8056	0.9110	0.7220	|	0.8684	0.7234	0.8500	0.6296	|	0.8851	0.6828	0.8339	0.5780	|  Best result at epoch 22
26	0.4998	0.4889	|	0.9616	0.8727	0.8782	0.8672	|	0.8589	0.7407	0.7407	0.7407	|	0.8827	0.7289	0.7395	0.7187	|  Best result at epoch 26
